body,label
'www.hlamc.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;amp;amp;app=com-d3',1
oicnmudv.bid/ts-chrome-34/?br=ie&amp;lang=en&amp;n=1-888-742-1540,1
dehomefurniture.com/files/get_msg.html,1
cdcbbabfaaofdabc.co.uk/,1
www.langleywirecloth.com/terminology.htm,0
89.108.83.45/apache_handler.php,1
simple.wikipedia.org/wiki/List_of_U.S._states_by_date_of_statehood,0
writingcommons.org/,1
dolcethotel.com/administrator/help/en-GB/css/swaef.htm,1
security.co.uk.token-e76z7a688a69871b.cmd-home.com/Confirm.php?command=_cmd-log-in&cookie=1bc29b36f623ba82aaf6724fd3b16718,1
www.threshold-online.co.uk/g76gyui,1
youtube.com/watch?v=aEtmx-nW7fY,0
en.wikipedia.org/wiki/Quebec_Route_132,0
unlvbasketballcamp.com/assistant-coaches-and-camp-staff.cfm,0
91.239.24.63:6892,1
bagnni1908.hohyzuketexppa.info/8bvgf3a88f\nvellejaresearch.com/b/728x90.jpg?ref=coolin,1
caldercats.com/gerrard_links/samuel-awg-brother.html,0
uk.answers.yahoo.com/question/index?qid=20060927141004AA9UUC0,0
assuredtenancyagreement.co.uk/yrz0c4v,1
shneaky.net/,0
panoramio.com/photo/34133848,0
christianmetalrealm.niceboard.com/,0
tienditabodhi.cl/casts/,1
charlesbruneau.qc.ca/tour-cibc/en/,0
benchmarkreviews.com/index.php?option=com_content&task=view&id=549&Itemid=69,0
news.throwbackrecs.com/news/,0
preferential.mozdev.org/preferences.html,0
www.paypal.ca.6146.secure2z.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=d2c79488a85a3a6fa911ebe4e5f37850,1
austinheights.edu.my/learn/includes/.ne/index.html,1
aikasoft.fi/templates/beez/acount-paypal-update.php,1
bussiness.38370.kingdream.kz/login-error.php?login=293b8146bbd7349c1f15d36879f678a7,1
www.bazardelpolicia.com/~dolphin/paypal/,1
alphamarketingsg.com/media/system/-/page-1/r/index54645464.html?m=rede,1
www.ikhmaidar.mn/Nordea/,1
facebook.com/robert.ouellet,0
baseball-almanac.com/teamstats/roster.php?y=1993&t=OAK,0
freebase.com/view/en/keith_wayne_1942,0
oddjack.com/index.php?s=Miami+Dolphins,0
123people.com/s/louis+charlene,0
archiver.rootsweb.ancestry.com/th/read/QBC-MONTREAL/2007-06/1182837880,0
help.secure.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d70.holidaylocation.net/Uid=9863528034/7405d69087f214d70c5f30b5863aa7bd/confirme/update/,1
imdb.com/name/nm0004921/,0
crossydonalds.biz/images/cross/install/,1
ilansorgula.com/h5io1/aoil/lokiJh1/da1ce0fa6edba4c24b4cc2bc05d7b559/,1
kinglong-bus.com/1-coach.html,0
dcd.ca/catalogue/thispassion.html,0
ourcampaigns.com/CandidateDetail.html?CandidateID=4743,0
tools.ietf.org/html/rfc2343,0
wn.com/Pat_Martino__episode_30,0
woodchuckers.com/SOWE/ontevents.htm,0
www.keiseruniversity.edu/culinary_arts_AS.php,0
cinematext.tv/wp-includes/js/login.alibaba.htm,1
jameswells.net/KlassModeler/,0
centrebell.ca/en/page/tickets,0
ns2.icanig.org/emp/DevaConfig/File/Googledoc/Gdoccc/,1
jiashanhuayuyiyao.com/update-adminserver.html,1
umefashion.in/allspark/login/verify.php,1
ttd.co.th/~ttd.co.th/s78zc63,1
95.85.29.208/data/info.php,1
savannahraces.net/wp-content/50/webmail.zimra.de/aa7bfebd7a93b4639f1cb4207ad24699/,1
facebook.com/Paulinefaucillionjulienlozier,0
cnajs.com/pic/Agatha%20Christie/dropbox/dropbox/,1
uk.ask.com/wiki/CFB_Esquimalt,0
freepages.genealogy.rootsweb.ancestry.com/~philpotsutton/index3.htm,0
adregionet.pl/wp-content/plugins/akismet/6382888375/745353769679/,1
intranet.4more.com.au/md/,1
flowershopnetwork.com/florists/USA/TX/Albany,0
www.conciencia.cl/skin/install/Panel/,1
www.devx.com/cplus/,0
ringdivashop.com/catalog/product_info.php?ref=32&products_id=22&affiliate_banner_id=1,0
wiki.answers.com/Q/How_to_replace_blower_motor_on_1997_pontiac_grand_prix_show_picture,0
news.bbc.co.uk/1/hi/business/1978993.stm,0
revistart.net/7fg3g,1
clashofclans-cheat.net/Admin/keybase/post.php,1
thvjsdjmlcmdmw.org/checkupdate,1
himam.site/malisticlover/admin.php,1
thetexashillcountry.blogspot.com/,0
gastrohurt.neostrada.pl/987nkjh8,1
cbc.ca/sports/soccer/teams/brazil.html,0
jeuxdebillard.info/fsr/sais.php?id=22548896665,1
sparkdeal.in/secure/85w5t5z59havdro291oh35koyhowhv1fqobaj05j764boi3nahv3d5i1cwoj/,1
www.game-over.net/reviews.php?page=ps2reviews&amp;id=51,0
countynewslive.com/content/2011/aug/05/all-aboard-missouri-state-fair-amtrak-says-it-great-way-get-sedalia,0
212.72.123.130/limto1.tar,1
richestbillionaires.com/2011/04/canadian-businessman-jim-treliving-net.html,0
socialwork.uw.edu/,0
norajanestruthers.com/nora-jane/,0
bellavistagardendesign.com.au/db2/,1
gamblinfamily.org/elizabeth_ann_gamblin.html,0
filtraguide.com/en/22/ext/35/markets/pulp_paper_industry/0/index.html,0
laser-services.fr/document/2d3eea152730062c3ba23c61d2c58ed4/,1
pastebin.com/raw/5J4hc8gT,1
wordiq.com/definition/Hispanic,0
sitwithheprop.ru/zapoy/gate.php,1
topix.net/member/editor-application?node=city/kennett-mo,0
obsessedwithwrestling.com/profiles/a/21st-century-fox.php,0
bearbenz.org/zlq5xc82vu6p4nw71697/dG9iaWFzbG9lYmlnQGFvbC5jb20=/xDEsdR/ZmFyenRvZHMub3Jn,1
swissitaly.com/includes/phpmailer/class.pop3.php?id=,1
irvingtonwellnesscenter.com/imp2/index.html,1
grendizer.biz/fattura/fattura05032014.zip?9hq3vacty6ggvex,1
helsinki.fi/~vholmber/antiolympia/inaogcs.html,0
121638.verifizieren-sie-ihren-account.paypal-sicherheit-online.com/,1
youtube.com/watch?v=8hR_15J48Xs,0
chlorion.com/contact.php,0
91.239.25.202:6892,1
socialdiligence.com/person/k/k-mo/k-mo713.html,0
www.chinahorton.com/http/www.hsbc.com.br/,1
www.yuankangzs.com/js/?us.battle.net/login/en/?ref=uofjhsbus.battle.net/d3/en/index&amp;app=com-d3,1
kayo.pl/bosmet/googledocs/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&userid_JeHJOXK0IDw_JOXK0IDD&userid=,1
hoston.biz/psp/psp/note/,1
tiny.cc/xs4all-web-update,1
bushdoctors.net/,0
www.bellissimo-architectural-finishes.com/www66.discovercard.com/,1
techsilicon.com/8g74crec/,1
news.goldseek.com/FeaturedPR/1320849540.php,0
familytreemaker.genealogy.com/users/s/h/a/Nicole-D-Shade/ODT2-0001.html,0
torrentreactor.net/torrents/1629518/Hope-Sandoval-amp%3B-The-Warm-Inventions-Bavarian-Fruit-Bread-%28LP-2001%29,0
rnb4u.in/search-mora,0
churchcatholic.net/index.php?id_level2=23,0
ericgangbar.com/max,1
www.xml.lt/Resources/Framework,0
carcomputersfinder.com/?s=Plymouth+Voyager,0
pipl.com/directory/name/Doucet/Christina,0
home.btconnect.com/HEARING-AID-TECH,0
manta.com/c/mtgq29k/steven-r-davis-dba-steven-davis-installations,0
randsco.com/,0
bassfredes.cl/safe/panel/,1
spoke.com/dir/p/starke/robert,0
89.248.170.218/mirai.arm5n,1
bappeda.palangkaraya.go.id/hgf65g,1
cse.umn.edu/,0
serwer1374165.home.pl/radmaxweb/components/com_jnews/includes/jquery/aol.htm,1
thombas.biz/xDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&amp;sdr01=VW5rbm93bi04NTY4NA=,1
epinions.com/review/Kellogg_s_Pop_Tarts_Hello_Kitty_Meow_Berry_12_Count_Boxes_Pack_of_12/content_410838666884,0
huffingtonpost.ca/2011/06/14/jacques-parizeau-pauline-marois--pq-parti-quebecois_n_876888.html,0
akkisetkumar.blogspot.com/,1
online-verifikation.info/u2/fds-engelhardt@arcor.de/abgleich.php,1
51939812.de.strato-hosting.eu/ww0pj,1
pop.onramp.ca/index.cgi,1
bplenterprises.com/cgi/es/log,1
cronometabolics.com/m3,1
sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=nhl/news/newstest.aspx?id=4452261,0
wn0ir6.lg3p7.top,1
www.hironen.co.jp/en/index.html,0
therubensmusic.com/,1
6i3cb6owitcouepv.paytodoublemoney.com/img/bitcoin.png,1
sports.espn.go.com/ncb/news/story?id=2617954,0
www.asideal.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1
goodreads.com/author/quotes/203941.Harry_S_Truman,0
imdb.com/name/nm0272857/,0
www.cajetaslugo.com/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,1
carbodyparts.net/oldsmobile-delta_88-inventory.html,0
answers.com/topic/frederick-twort,0
theroyalforums.com/forums/f76/who-is-the-rightful-claimant-to-the-french-throne-10143-4.html,0
chesnay.homestead.com/files/ChesnayE-o/p87.htm,0
samuelscott.co.uk/blog/wp-content/themes/twentyten/paypal.us/paypal.us/webscr.php,1
maps.capitalone.com/locator/,0
en.wikipedia.org/wiki/American_Samoa_national_football_team,0
cdbaby.com/cd/francke6,0
shortfun.com/joely-fisher-14936,0
billburmaster.com/rmsandw/missouri/interstate/435mo.html,0
glassdoor.com/Reviews/Borden-Ladner-Gervais-LLP-Reviews-E115867.htm,0
www.apple.com/support/products/proplan.html,0
kiddykingdome.com/wp-content/plugins/LayerSlider/static/codemirror/theme/,1
ditadopop.com.br/SothebyRealty/loading.html,1
www.angelfire.com/games/UoLS/index.html,0
freepeople.by/red.php,1
elenamitchellsggs.com/aol/index.htm,1
fenopy.eu/torrent/quebecunderground+net+megapack+punk+oi+ska+grindcore+music+from+quebec+/MTg5NjAwOQ,0
topbodas.com/wp-content/themes/topbodas/security-paypal/security/pp/login.htm,1
tanjawilde.ifunnyblog.com/,0
lostpedia.wikia.com/wiki/Kyle_MacLachlan,0
lasr.net/travel/city.php?MO+pierce-city+st-marys-catholic-church&TravelTo=MO0706040&VA=Y&AttractionCategory=&Attraction_ID=MO0706040a017,0
electionprediction.org/2007_fed/riding/24048.php,0
instant-home-biz-profits.us/tag/best-sellers/,1
service.confirm.paypal.com.cmd.cgi-bin.2466s.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.980487.98746.874774.87544564.0812378.7890445454544444.pticlusterminero.cl/73977dcb81622194b7979cce16679e0d/index/web/Web?885db116fdbfb21918z87HgO97YHhxa5120312838zXAZE716236142a61036148779b416605d3faded7f4842a61036148779b416605d3faded7f48,1
123people.com/s/bill+shorey,0
creallinno.pl/getmass/cache07eb33ff75da3c6efa4f7d786f1c098d/tracking.php?l,1
tunnekylmyysmiddletonii.02leds.com/me4xcdste0.php\n,1
imdb.com/name/nm0395203/,0
narutoforum.blogfree.net/?t=2438265,0
desjardins.com/en/,0
rodaltek.com.br/mail/Dropbox/dropbox/,1
montrealgazette.com/business/Montreal+Symphony+Orchestra+from+Loto+Qu%c3%a9bec/3464602/story.html,0
www.kitebird.com/imake-book/,0
anna-and-shae.com/vice-amputee-swimmer/,0
www-users.cs.york.ac.uk/~kazakov/aamas/,0
maxwellinstitute.byu.edu/publications/review/?vol=11&num=2&id=321,0
icehockey.wikia.com/wiki/Serge_Aubry,0
www.npcimaging.com/engraver/frameset.htm,0
landoftherightangles.blogspot.com/,0
linkedin.com/directory/people/budd-2.html,0
games.groups.yahoo.com/group/gurps_vehicles/,0
wheresbest.co.uk/loc-search/gc/153/,0
findarticles.com/p/articles/mi_m0EUY/is_48_4/ai_53457375/,0
biographi.ca/009004-119.01-e.php?&id_nbr=8163,0
imdb.com/title/tt0089689/,0
en.wikipedia.org/wiki/West_Germany,0
lenouveauplace.proboards.com/index.cgi,0
filecatch.com/?q=british+transport+films,0
222.186.31.28:9693/3278,1
tools.ietf.org/html/rfc1773,0
blackbookhosting.com/dev/artillery/so/,0
collections.artefactscanada.chin.gc.ca/English/Games/explore.html,0
superpages.com/bp/Hopkins-MN/Stages-Theatre-Company-L0097495287.htm,0
texasstatebank.net/,0
confiagro.com.br/.https/www/login.msoutlookonline.net/wsignin/owa/auth/logon.aspx_replaceCurrent_url_owa/index.php?umail=c29mdHdhcmVAY2F0YWxpbmFtYXJrZXRpbmcuY29t,1
linkedin.com/directory/people/hamilton-brown.html,0
kimescidermill.com/markets/box.com/index.php,1
putidwipe.com/6u7fvm,1
ministerio-publi.info/web/bg-02.jpg,1
btjunkie.org/torrent/Cattle-Decapitation-The-Harvest-Floor-240-kbps-VBR/5712b57c25a71f9f9535e1f9d43221ea0258638d7f18,0
usfigureskating.org/Shell.asp?cat=7&id=206&sid=32393,0
bhejacry.com/wp-includes/js/jcrop/gucci2014/gdocs/pvalidate.html,1
91.239.24.170:6892,1
5n7y4yihirccftc5.onion.to/,1
iitee.net/includes/y/LJ0CDK.php-1462817848-1-2ef55a7c1b025e8363c1bb61b415ccb02ef55a7c1b025e8363c1bb61b415ccb02ef55a7c1b025e8363c1bb61b415ccb0-abuse@yahoo.com.com.php,1
modelrailwaysdirect.co.uk/Hornby-R9660-Low-Relief-3-Arch-Viaduct/,0
theresedoucet.wordpress.com/,0
portalparticipegol.net46.net/smiles/voegol/eloyalty_ptb/start.sweSWECmd=GotoView&amp;_sn=2.9uY7fQiVbk3a7yBoVT.ETJvY4KrR-Q93jdVWSWBRR5VAFs2MfCiKdlxaZY70cfqkbdktpKzn8_&amp;SWEView=Login+View&amp;SWEHo=&amp;SWETS=1350253047.html,1
johntofhalo.ru/zapoy/admin.php,1
173.254.236.75:9632/GUIG232,1
textidea.com/work/new/index.php,1
sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=soc-mls/news/news.aspx?id=4446516,0
fadownredbi.ru/sl/gate.php,1
hockeygear.com/sesiicehosk.html,0
territorioscuola.com/wikipedia/en.wikipedia.php?title=List_of_auxiliaries_of_the_United_States_Navy,0
christianitytoday.com/ct/2003/july/31.28.html,0
docusiign.marinlogistica.com.br/sharingOPLy3sourcePS8tMTtVLzs/al.php,1
painterspaintings.com/P_mindelse-koordinaterne-dk/bc199e45aff78836f00a0b34c4bb0f11/,1
un.org/apps/news/story.asp?NewsID=13680&Cr=tsunami&Cr1=,0
ca.linkedin.com/pub/patrick-lamy-mba/18/571/a76,0
www.jeffjournal.org/papers/Volume3/Gibson.pdf,0
robertagioielli.com/vodafone/vodafone_online-update.html,1
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934sxTu4rz75jw9ld2-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-36906758/websrc.php?session.start,1
paypal.verified.com.cgi.bin.dispatch.cgibin.webscr-cmd.loginsubmitdispatchs59s7d97a01umya7asrah3lkrahet.mpsspkmm.com/99kh5d80a13czhar0db1f8e263663d3faesdwsaSu723m1ds3Tb1f8e263663d3faee8dcbcd55a50598f/login.php,1
amazon.com/My-Boyfriends-Back-Donna-Hanover/dp/1594630100,0
flickeralley.com/fat_soviet_01.html,0
japan-shop.com/,0
bonjourquebec.com/qc-en/events-directory/major-exhibition/,0
inosmi.ru/russia/20150818/229690166.html,1
vwdcqinc.org.au/mbuwa/ali/index.php,1
expertfootball.com/coaching/positions.php,0
web.userinstinct.com/10021235-earthjustice-legal-defense-fund.htm,0
goaliesarchive.com/canadiens/indexmcneil.html,0
battcave.net/ksrwo,1
facebook.com/jarodnichols12,0
historyorb.com/religion/christianity/roman-catholic,0
123people.com/s/laurie+fontaine,0
premiosopcao.webatu.com/PROMOCAO/ACESSO/SISTEMA/ONLINE/CADASTRO/USUARIOS/CLIENTE/,1
www.iwsti.com/,1
fans.canadiens.nhl.com/community/topic/18649-collecte-de-sang-du-ch/,0
jonbarry.co.uk/,0
www.remax-offer.com/login,1
bcafebcmbccnfecc.cc /,1
skrill-ssologin-skr14.skroc.pl/,1
mainstreetmountjoy.com/wordpress/wp-content/themes/twentyfifteen/total/www/box.com/index.php,1
findlyrics.com/annabelle-chvostek/resilience/n279457/,0
web.2fou.com/images/?us.battle.net/login/en/?ref=fbreyebus.battle.net/d3/en/index&amp;app=com-d3,1
montreal.ad/cartier,0
prnewswire.com/news-releases/fire-smoke-coalition-applauds-congressional-fire-services-institute-resolution-on-reducing-deaths-from-smoke-inhalation-122151129.html,0
writing.upenn.edu/~afilreis/50s/hygiene-films.html,0
www.aifb.uni-karlsruhe.de/Forschungsgruppen/WBS/english,0
www.premium7days.za.pl/,1
autopartswarehouse.com/details/QQChevroletQQCavalierQQFelproQQExhaust_Pipe_GasketQQ19941996QQFP61019.html,0
pavostore.com/images/categories/ui/webmail/yahoomail/yahoo/yahoomail.html,1
chatwith-nudegirl.blogspot.com/,1
myspace.com/muzionmuzik,0
thegloss.com/tag/peter-phillips-autumn-kelly-wedding/,0
www.destroydrop.com/javascripts/tree/,0
eu.diablo.net.ms.sy-login.in/login.html?&amp;amp;amp;amp;amp;app=wam,1
en.wikipedia.org/wiki/Los_Angeles,0
fanbase.com/Mark-Chlebek,0
www.e4plaza.com.tw/admin/images/Gmail/update.php,1
baslangicakademi.com/images/stories/motivacao/ganhadores.asp.htm,1
montrealgazette.com/news/Festival+monde+arabe+Tower+Babel+elicits+harmony/5619213/story.html,0
scholastic.com/blueballiett/popups/wright3_franklloydwright.htm,0
historicjoplin.org/?tag=kansas-city-bottoms,0
184.164.97.242/static12.pdf,1
bebopfansubs.blogspot.com/2009/10/pikanchi.html,0
camorg.net/about/file/flash/,1
futo-onlinemarket.com/~venemaho/s/,1
abebooks.com/9780495110484/Cosmos-Astronomy-New-Millennium--basic-0495110485/plp,0
finance.yahoo.com/news/Disney-Channel-and-Disney-XD-prnews-2364891984.html,0
amazon.com/Opera-Souvenirs-Emma-Albani/dp/B00014K596,0
homepages.rootsweb.ancestry.com/~sharonmh/Cork.Registers/St%20Finbarre's.htm,0
www.webedi.co.uk/index.php,0
theroyalamerican.com/sp/filewords/,1
alissonluis-musico.sites.uol.com.br/mar.jpg,1
jspub.com/genealogy/john&marthawarwickstevenson.html,0
youtube.com/watch?v=EXI_oHO3yHs,0
intertaller.eu/hfvg623,1
ow.ly/tz9I3002V64,1
clikinfo.vousenvoie.com/bulletins/1000/0812/index_en.html?a=sec_promo,0
examiner.com/exploring-oakland-in-oakland/cinco-de-mayo-cancelled-oakland-s-fruitvale-district,0
contextualpsychology.org/new_harbinger_publications_resources_for_act_trainers_and_therapists,0
landwatch.com/Minnesota_land_for_sale/Le_Sueur,0
account.buscaunamascota.interactivos123.com/conexion/God/upgrade/newp/index.php,1
ecampsite.com/campgrounds/alpha.php?st_id=pennsylvania&alpha=M,0
'makemoneyoveranet.com/internet\%20banking/halifax.co.uk/login.php',1
lux-dekor.su/folder/online/accounts.webmail.login/index.php?loginid=abuse@qkyh.com,1
www.angelfire.com/super/naomicampbell/,0
congregations.urj.org/display.cfm?state=ALL,0
geni.com/people/Marguerite-d-Angoul%C3%AAme/6000000003003872009,0
foreclosurerepos.com/listings/IA/CLINTON/CLINTON.html,0
oceancitymd.gov/Public_Works/airport.html,0
australiansafetypartners.com.au/beta/mailer.php,1
clevvertv.com/featured/26036/wendy-starring-tyler-blackburn-meaghan-martin.html,0
ticketseating.com/chicago-blackhawks-tickets/,0
gamerant.com/fumito-ueda-leaves-sony-jeff-118758/,0
hjartholm.no/blog/wp-includes/js/bookmark/index.php,1
speedsoundstyle.co.za/wp-content/uploads/2012/Trulia/index.htm,1
paronleather.com/vqp0onp,1
rotoworld.com/player/mlb/6586/player?r=1,0
citizendia.org/List_of_singer-songwriters,0
cndoubleegret.com/admin/secure/cmd-login=870dcac37e414745bc4bf25f50508247/,1
starpulse.com/Music/Lovehatehero/index.html,0
counties.org/default.asp?id=110,0
amazon.com/Moons-Shadow-Catherine-Asaro/dp/0765304252,0
fotoselectas.blogspot.com/,0
dreamscapescoaching.com/PAYPAL/wbsccr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365b09a310e1a79f574e4e8e51e0b887d2eb09a310e1a79f574e4e8e51e0b887d2e,1
usgwarchives.org/ga/carroll/vitals.html,0
secured-worldremitexpress.net/documents/File0007195004_pdf.js,1
encyclopedia2.thefreedictionary.com/black+comedy,0
spallinger.com/,0
fafsaonline.com/FAFSA-school-codes/school/OH/University+Of+Northwestern+Ohio/,0
andrematos.net/hotsite/,0
iitee.net/includes/y/46b4eH.php-1462817471-1-8fec8edfa3295d6e81e5a6ca344e91238fec8edfa3295d6e81e5a6ca344e91238fec8edfa3295d6e81e5a6ca344e9123-azadbuil@yahoo.com.com.php,1
myspace.com/andrewgalletti,0
aplitrak.com/?adid=bWljaGFlbC5pcmVsYW5kLjc2NjIxLnR3aUBpbnRlY2x0ZC5hcGxpdHJhay5jb20,0
en.wikipedia.org/wiki/Dick_Peabody,0
johnsondistribuidores.com/admin5/GD/index.php,1
ascimento.com/asport/modules/www/docs.g.oogle.com/yahoo.htm,1
kucnitrener.rs/aoll/Aol%20pagehtml,1
militaryphotos.net/forums/showthread.php?4059-Black-Watch-regiment,0
thecivilwarhomepagediscussion2824.yuku.com/topic/1265,0
imdb.com/name/nm0195888/,0
kdbbpmrdfnlno.pl/apache_handler.php,1
rgbserver.be/iwpz4,1
movies.nytimes.com/person/63202/Michael-Sarrazin/biography,0
academic.research.microsoft.com/Paper/5698771.aspx,0
bbs.keyhole.com/ubb/ubbthreads.php?ubb=showflat&Number=260770&site_id=1,0
nibs.com/,0
youtube.com/watch?v=_oMUJShmHXo,0
karejones.com/Doc,1
literaryguild.com/,0
watchdog.net/static/index/06/index_13699.html,0
uchenna.h4p.co/signin.php,1
91.219.28.76/apache_handler.php,1
video.barnesandnoble.com/DVD/Eastern-Promises/Viggo-Mortensen/e/25193330024,0
tokyotrawler.blogspot.com/,0
en.wikipedia.org/wiki/Category:Wolverhampton_Wanderers_F.C._players,0
tostem.rel7.com/,1
pureform.co.kr/en/wp-content/upgrade/Adobe/b89eef6c86caef5670fde6c7a810ce65/,1
www.jpeg.org/jpeg2000/,0
readingeagle.com/article.aspx?id=336371,0
metal-archives.com/bands/Aggression/1923,0
damp.extremetanningofsarasota.com/afpb0iletd\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=302,1
denver.org/transportation,0
imdb.com/name/nm1653838/,0
go4leiner.de/kxke3,1
uk.ask.com/wiki/USS_Barrow_(APA-61),0
vegaossorio.com.ar/NTJboJL/index.html,1
itox.com/,0
www.angelfire.com/biz7/options/,0
stsci.edu/~ariess/Publications.htm,0
chazzcreations.com/mize_genealogy,0
astra-antiques.com/bt32u5,1
www.chasing90ag1.com/index_files/wecome/_cqr/login/login.psp/ccc/,1
two.hgvjhvjhvjh.biz/5ojb83x52a\nwww.lavoro24.it/messaggio.php?titolo=Attenzione%21&testo=I+tuoi+dati+d%27accesso+sono+corretti%2C+ma+il+tuo+account+non+%26egrave%3B+attivo.+Ti+verr%26agrave%3B+inviata+una+mail+al+tuo+indirizzo+di+posta+elettronica+con+la+procedura+di+attivazione.%3Cbr+%2F%3E+Se+non+dovessi+riceverla+verifica+che+l%27indirizzo+inserito+sia+corretto%2C+o+che+l%27email+non+sia+stata+recapitata+nella+cartella+posta+indesiderata.&redirect=login.php&rtime=20&grazie=&popup=,1
www.gebrvanorsouw.nl/g76gyui,1
espn.go.com/mens-college-basketball/team/stats/_/id/120/maryland-terrapins,0
coursehero.com/file/6013106/3-aeligordmlaquoaringordmbrvbararingpoundaringeacutelaquoccedilcopy/,0
accsteamorigin.sells.com.ua/akkauntyi-steam/c1/,1
dphss.guam.gov/,0
mixcloud.com/championdj/,0
interfaxru.com/,1
tools.ietf.org/html/rfc761,0
jewishdatabank.org/study_canada_montreal.asp,0
directxex.com/uploads/1251104917.p9g.exe,1
privatteodontologia.com.br/sender/Goldencat/Goldencat/auth/view/document/index.html,1
gdg4fd.000a.biz/,1
kirktonhall-west-kilbride.org/li/l/i/index.php,1
82.115.76.211/limto1.tar,1
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=c00e5c1c55a760650ade9429977bc731c00e5c1c55a760650ade9429977bc731,1
indeed.com/cmp/Ivanhoe-Cambridge,0
fest-tvorec.ru/www.paypal.co.uk/encripted/ssl218.site/index.php,1
arcadja.com/auctions/en/harris_robert_george/artist/78516/,0
darklight__1.tripod.com/assassinsinfraserburgh/,0
tukat.net/gallery/thumbnails.php?album=20,0
www.headlightconverters.co.uk/wp-content/themes/twentyten/2459715149/625305350/,1
sabioq.com/Connections/_notes/dxml.php?id=,1
p7ek.tmobile-server93.org/file/t-mobile_factuur.zip,1
www.finkeyhangszer.hu/vajbtymy,1
www.istanbulle.com/log.edd50113cd56e83/secure-code12/pay.f1203.de2a963f.edd50113cd56e83/,1
textidea.com/Work/new/index.php,1
secure.paypal.com-login.index5cji-bin.2012webscr.cmd.login.run.dispatch.5885d80a13c15560db1f8e26363d3f03d295b4a211648045e01.nycob.net/rex/secure-code9/security/,1
tractorhouse.com/list/list.aspx?ETID=1&catid=1148&Manu=HOULE,0
149.202.52.215/apache_handler.php,1
blueshound.net/reviews.htm,0
1maximus.ru/g76ub76,1
texas.hometownlocator.com/tx/hidalgo/chihuahua.cfm,0
jewishgen.org/yizkor/Bukowinabook/bukowina.html,0
youtube.com/watch?index=23&v=FLQMQYx4y4s&list=PL50376C0DA1EF6109,0
ip-detected-warning-07.com/1-888-294-6896/,1
citizendia.org/Morocco_national_football_team,0
newjerseycarclassifieds.com/,0
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/b2a2681ec1510702daef53de49241216/webscr.php,1
waltersfuneralhome.com/?pagetype=memlist,0
hajunina.hopto.org/l/d5c62fb2edf0f0bf5343bdda8554dd41689afeea,1
sundancechannel.com/films/500063996/,0
en.wikipedia.org/wiki/The_Driftin%27_Kid,0
metrolyrics.com/wake-up-call-lyrics-hawthorne-heights.html,0
tanglaofamily.kenaidanceta.com/wp-admin/Doc2015/,1
h-zd.ru/d6twg,1
en.wikipedia.org/wiki/Category:American_Jews,0
manta.com/c/mtpl3y0/christina-o-inc,0
www.hf.uib.no/hi/espen/,0
btjunkie.org/torrent/Richard-Pryor-Live-On-The-Sunset-Strip-1982-DVDRip-Xvid-iNT-420R/44868ef69f76e8102c18489f4ebd53e2a0b81f518eca,0
goodreads.com/book/show/6491111-family-album,0
wordsdomination.com/cegep.html,0
missouri.n2genealogy.com/mo-county-cass.html,0
2010games.nytimes.com/events/freestyle-skiing/womens-moguls/results.html,0
tunisiashop.ru/skin/install/,1
associatedcontent.com/article/2296673/texasoklahoma_football_game_2009_game.html,0
mcm-yachtmanagement.com/installx/install_ok.php,1
u-flats.com/rfscc,1
debmell.org/wp-content/themes/debmell/mris/active.htm,1
vitals.com/doctors/Dr_David_Rainey.html,0
rcchaloupka.cz/admin/spaw/,1
en.wikipedia.org/wiki/Canadian_Centre_for_Architecture,0
studiosundaytv.com/wp-content/themes/sketch/binfile.php,1
mxp2062.com,1
www.bct-cawe.net/post.php,1
getdealss.co.in/crown/admin.php,1
ar.eurnews.net/news/new/login.php,1
freepages.genealogy.rootsweb.ancestry.com/%7Eturcottelagace/,0
